ph,turbidity,temperature,quality
8.131,3.022,26.178,Good
7.342,5.137,29.016,Poor
8.196,3.25,20.555,Good
8.118,3.545,18.632,Good
8.1,2.868,21.192,Good
7.939,1.92,25.75,Good
7.973,5.264,27.216,Poor
8.163,2.37,18.597,Good
7.876,3.299,22.309,Good
5.968,9.361,20.71,Poor
7.971,3.173,27.223,Good
7.903,6.123,26.228,Poor
7.035,1.888,28.949,Good
8.137,3.611,24.898,Good
8.154,2.595,17.885,Good
7.975,5.14,24.927,Poor
7.954,1.158,27.897,Good
8.059,5.559,24.619,Poor
7.659,4.325,28.338,Poor
6.974,2.932,26.316,Good
8.158,17.788,19.741,Very Poor
8.127,7.11,28.21,Poor
8.094,2.682,29.412,Good
8.057,2.083,21.84,Good
8.2,3.054,17.951,Good
6.708,2.669,23.846,Good
7.95,3.446,27.424,Good
8.119,3.073,24.72,Good
8.121,3.071,27.682,Good
8.604,12.177,18.584,Very Poor
8.082,1.863,27.791,Good
7.963,3.612,27.339,Good
7.98,3.6,27.734,Good
6.297,5.573,24.821,Poor
8.0,1.795,23.06,Good
7.359,2.374,24.947,Good
8.024,1.857,22.327,Good
8.127,5.252,29.036,Poor
8.137,7.763,21.009,Poor
7.034,1.731,28.443,Good
8.144,8.449,20.111,Poor
7.069,1.284,27.567,Good
7.691,1.341,23.472,Good
7.993,0.7,27.281,Good
8.063,1.662,25.361,Good
8.111,3.594,30.011,Good
7.112,5.276,22.055,Poor
7.975,5.781,26.078,Poor
7.952,3.186,26.89,Good
8.45,1.063,22.208,Good
9.94,10.504,17.093,Very Poor
7.96,3.613,27.557,Good
6.772,4.664,20.491,Poor
8.078,9.519,24.984,Poor
7.973,0.647,27.11,Good
8.014,2.991,28.137,Good
8.137,2.709,21.452,Good
6.968,0.06,23.45,Excellent
7.0,0.873,20.624,Excellent
1.623,35.976,32.526,Unsafe
7.986,1.04,27.085,Good
7.45,19.203,22.136,Very Poor
8.051,3.509,24.08,Good
7.957,3.516,26.325,Good
6.882,0.539,21.233,Excellent
8.953,8.121,18.922,Poor
7.978,3.063,29.49,Good
0.835,35.325,20.412,Unsafe
7.953,5.719,26.03,Poor
8.19,2.576,19.109,Good
7.985,1.427,27.174,Good
8.144,3.52,20.589,Good
8.165,5.21,26.269,Poor
7.36,0.275,22.939,Excellent
12.519,57.229,15.374,Unsafe
4.281,46.603,35.064,Unsafe
8.136,2.635,26.508,Good
7.93,3.733,26.639,Good
6.801,0.908,23.643,Excellent
3.363,47.249,37.37,Unsafe
8.097,3.535,23.582,Good
8.13,3.137,24.577,Good
7.845,2.831,26.087,Good
5.876,8.387,22.924,Poor
8.104,3.057,19.874,Good
6.855,3.154,21.319,Good
8.061,2.595,25.15,Good
8.225,2.67,18.948,Good
7.132,4.579,31.534,Poor
8.182,4.463,18.918,Poor
8.168,1.318,18.909,Good
8.233,4.355,18.951,Poor
7.135,1.828,21.922,Good
7.292,0.877,22.867,Excellent
7.955,2.869,26.779,Good
7.95,4.143,27.813,Poor
6.967,0.434,20.269,Excellent
6.566,2.962,23.682,Good
10.256,35.805,21.632,Unsafe
8.157,2.626,18.379,Good
8.13,2.801,26.277,Good
7.963,2.948,27.535,Good
8.177,6.418,19.19,Poor
7.467,3.888,27.101,Good
8.133,3.864,28.891,Good
8.189,2.416,18.246,Good
8.124,2.779,24.937,Good
7.986,1.989,27.775,Good
7.951,5.106,26.892,Poor
8.242,3.876,18.673,Good
7.93,3.948,26.518,Good
8.086,3.791,29.982,Good
7.926,2.953,26.819,Good
7.916,2.195,27.345,Good
8.137,1.695,21.458,Good
7.964,1.861,27.879,Good
6.58,7.101,24.244,Poor
8.092,2.786,23.691,Good
8.138,2.516,19.444,Good
8.036,3.985,26.967,Good
7.995,5.623,25.163,Poor
9.886,14.633,20.683,Very Poor
7.916,2.703,27.315,Good
7.024,0.137,22.614,Excellent
8.045,2.361,24.228,Good
6.834,3.503,27.458,Good
9.983,17.83,23.222,Very Poor
8.147,2.587,27.548,Good
7.934,3.97,26.544,Good
8.444,14.667,19.329,Very Poor
7.972,1.86,25.762,Good
8.086,2.495,25.775,Good
8.14,2.594,25.968,Good
8.161,1.978,19.397,Good
7.257,3.693,19.353,Good
8.117,5.757,28.457,Poor
8.199,2.739,17.034,Good
6.871,0.485,23.347,Excellent
5.457,19.203,21.089,Very Poor
7.945,1.319,22.863,Good
8.015,0.986,27.639,Good
7.533,2.217,25.946,Good
8.074,2.121,22.881,Good
9.25,10.661,19.126,Very Poor
8.2,4.189,26.541,Poor
7.998,2.428,22.457,Good
8.138,4.257,24.034,Poor
7.974,2.233,25.872,Good
8.17,7.111,19.63,Poor
6.467,14.872,26.715,Very Poor
8.109,3.155,25.619,Good
8.089,2.448,21.08,Good
6.91,4.065,27.4,Poor
8.151,4.315,20.41,Poor
7.958,3.603,26.803,Good
8.035,2.185,23.021,Good
10.964,36.207,18.955,Unsafe
8.161,1.817,19.592,Good
8.098,3.696,20.066,Good
8.096,3.374,23.428,Good
8.138,2.559,25.386,Good
8.092,2.946,25.844,Good
8.104,3.493,22.046,Good
6.891,4.084,27.982,Poor
8.11,2.469,29.679,Good
8.05,1.765,24.83,Good
7.696,5.045,29.0,Poor
8.18,7.769,27.359,Poor
8.166,2.832,25.427,Good
8.151,6.237,21.746,Poor
8.014,2.723,23.415,Good
8.192,5.123,19.701,Poor
8.097,2.51,26.507,Good
8.006,0.769,27.188,Good
8.079,2.424,21.085,Good
8.16,4.126,25.212,Poor
8.001,4.439,25.369,Poor
8.078,1.945,26.774,Good
9.104,6.788,21.244,Poor
8.133,2.896,24.924,Good
8.066,2.351,22.228,Good
7.249,0.758,20.966,Excellent
8.039,1.882,21.08,Good
7.372,0.259,23.217,Excellent
8.213,2.868,17.046,Good
8.162,3.008,25.651,Good
7.966,1.567,25.831,Good
6.833,0.641,22.044,Excellent
8.07,2.359,25.835,Good
8.079,2.091,19.486,Good
8.125,2.453,26.803,Good
8.109,2.449,26.712,Good
8.021,3.51,28.492,Good
7.93,2.718,27.993,Good
8.099,1.966,26.357,Good
8.013,2.649,25.059,Good
8.099,2.061,29.03,Good
7.974,0.931,27.852,Good
7.997,1.452,22.438,Good
8.101,3.513,29.772,Good
8.208,2.47,18.46,Good
8.064,4.25,22.248,Poor
8.086,2.163,22.749,Good
8.043,1.657,27.292,Good
8.2,3.008,18.336,Good
8.073,3.12,29.28,Good
7.999,3.711,27.281,Good
8.209,2.714,17.476,Good
8.4,1.186,19.735,Good
8.137,2.626,24.688,Good
7.958,1.712,27.476,Good
8.171,4.529,26.49,Poor
8.087,3.494,28.378,Good
7.99,1.318,27.556,Good
8.192,2.347,17.497,Good
6.822,0.158,22.076,Excellent
8.174,8.764,27.515,Poor
8.044,3.207,28.295,Good
8.148,1.596,21.105,Good
7.926,2.989,27.416,Good
8.211,4.269,18.451,Poor
7.49,5.524,24.48,Poor
8.017,2.568,26.352,Good
8.096,3.087,21.864,Good
8.162,1.994,20.242,Good
8.054,3.181,18.077,Good
8.14,2.967,25.604,Good
8.227,2.417,23.48,Good
8.065,2.428,24.055,Good
7.99,3.555,26.724,Good
8.017,1.939,24.065,Good
7.967,4.812,25.105,Poor
8.123,2.614,27.563,Good
8.009,1.905,26.51,Good
7.899,3.674,27.577,Good
8.005,1.58,26.932,Good
8.904,4.769,31.221,Poor
8.08,2.743,21.014,Good
6.94,0.699,21.679,Excellent
7.28,3.502,28.485,Good
8.134,2.609,26.363,Good
8.085,5.695,21.044,Poor
8.168,3.545,20.846,Good
8.072,2.593,28.657,Good
7.991,3.08,27.549,Good
7.897,3.639,18.171,Good
1.17,33.886,34.034,Unsafe
7.293,9.601,25.834,Poor
6.987,0.374,20.713,Excellent
8.393,5.363,28.01,Poor
8.135,3.16,23.586,Good
7.853,9.19,23.445,Poor
8.137,2.183,21.085,Good
7.987,1.959,25.362,Good
8.08,8.121,25.556,Poor
8.077,2.458,19.678,Good
8.211,3.214,26.423,Good
7.022,3.478,25.357,Good
4.216,23.19,27.169,Unsafe
8.066,4.181,27.566,Poor
8.169,1.681,20.391,Good
8.108,3.595,23.666,Good
8.121,2.448,18.872,Good
7.34,1.082,18.137,Good
8.17,2.509,18.234,Good
7.984,0.67,27.371,Good
8.154,2.178,19.656,Good
8.128,1.757,21.243,Good
8.176,5.976,19.261,Poor
8.105,2.752,25.12,Good
6.124,4.756,25.164,Poor
8.072,3.698,21.936,Good
8.139,2.891,25.072,Good
8.024,1.733,27.708,Good
8.139,2.859,26.554,Good
6.74,9.558,22.223,Poor
7.951,3.207,26.595,Good
7.953,3.885,26.993,Good
8.136,2.785,25.068,Good
7.051,0.53,21.692,Excellent
8.056,3.323,30.516,Good
6.671,16.904,20.694,Very Poor
6.051,17.365,28.97,Very Poor
7.902,3.609,27.97,Good
8.157,3.373,19.619,Good
8.124,2.697,24.524,Good
6.781,1.102,22.559,Good
8.087,2.469,24.088,Good
7.973,2.996,25.831,Good
8.07,4.516,29.086,Poor
8.05,1.988,21.565,Good
7.248,0.283,23.503,Excellent
6.848,2.412,21.034,Good
8.125,3.376,24.479,Good
8.19,2.584,18.602,Good
8.12,2.602,26.991,Good
7.954,6.167,26.894,Poor
7.089,0.079,21.6,Excellent
8.13,2.671,25.806,Good
8.001,1.782,27.971,Good
8.017,2.727,23.439,Good
8.528,5.741,23.637,Poor
8.093,3.203,24.921,Good
6.764,5.165,31.816,Poor
6.644,4.989,31.524,Poor
8.148,4.296,26.124,Poor
7.957,4.265,26.106,Poor
7.963,1.13,27.543,Good
6.991,0.409,20.007,Excellent
7.076,12.382,31.085,Very Poor
8.126,8.495,19.697,Poor
8.038,1.314,21.335,Good
8.096,2.802,25.241,Good
8.077,2.601,26.421,Good
8.15,2.842,19.697,Good
8.046,2.871,26.0,Good
8.198,2.701,20.046,Good
8.217,2.814,18.178,Good
7.223,0.099,22.673,Excellent
8.089,2.1,22.634,Good
7.575,1.799,23.063,Good
6.968,1.849,20.785,Good
7.894,4.029,22.065,Poor
7.207,0.804,20.569,Excellent
8.085,2.16,28.396,Good
6.172,9.086,18.503,Poor
8.032,3.367,30.498,Good
8.131,3.198,26.207,Good
8.056,2.867,25.254,Good
6.963,8.653,23.526,Poor
8.087,2.364,26.084,Good
8.067,3.389,29.867,Good
8.181,3.218,25.477,Good
8.178,2.666,17.881,Good
8.058,2.729,26.392,Good
8.02,3.373,29.353,Good
8.195,2.639,17.893,Good
6.771,14.981,21.071,Very Poor
5.891,9.74,31.198,Poor
8.131,2.441,24.021,Good
7.968,2.928,27.88,Good
8.083,2.047,28.243,Good
8.166,2.183,19.279,Good
8.165,2.43,18.123,Good
8.104,2.536,20.509,Good
8.142,3.091,26.535,Good
8.166,2.51,17.916,Good
8.148,2.179,20.251,Good
8.203,2.932,17.543,Good
5.449,11.596,31.941,Very Poor
7.97,4.693,27.284,Poor
8.118,3.355,26.618,Good
8.085,5.229,28.537,Poor
8.127,2.559,24.754,Good
8.057,2.929,21.061,Good
7.987,2.091,26.824,Good
8.387,5.812,31.642,Poor
8.37,2.797,18.666,Good
7.921,4.722,27.201,Poor
3.062,47.232,32.832,Unsafe
7.065,0.634,20.829,Excellent
8.153,2.96,26.423,Good
8.08,4.656,24.324,Poor
8.011,3.074,25.314,Good
8.003,2.573,25.401,Good
8.195,3.497,17.548,Good
8.076,3.159,22.75,Good
8.053,4.773,24.091,Poor
8.13,3.932,25.335,Good
7.944,4.454,27.455,Poor
8.126,2.523,26.518,Good
8.058,8.765,20.715,Poor
7.961,4.464,27.176,Poor
8.007,2.314,22.49,Good
8.063,5.721,22.135,Poor
8.185,2.358,18.884,Good
8.064,3.419,27.619,Good
8.151,3.23,27.771,Good
8.02,2.112,21.883,Good
8.095,2.638,29.566,Good
8.159,3.1,21.636,Good
7.945,0.621,27.424,Good
7.99,1.576,26.809,Good
7.976,1.836,27.921,Good
8.196,2.999,20.414,Good
7.731,1.181,27.327,Good
8.167,2.971,25.628,Good
7.952,5.105,26.962,Poor
8.081,2.013,25.535,Good
7.923,4.157,27.763,Poor
8.051,2.372,21.805,Good
6.311,18.694,18.333,Very Poor
7.993,3.579,28.694,Good
7.992,2.012,27.159,Good
5.276,10.884,21.428,Very Poor
8.033,4.713,25.147,Poor
7.838,5.309,22.703,Poor
8.059,2.495,22.787,Good
7.963,1.274,27.58,Good
9.837,17.873,17.317,Very Poor
7.328,0.134,20.996,Excellent
8.19,2.7,17.117,Good
8.098,2.579,21.251,Good
6.953,2.482,27.088,Good
11.391,43.593,16.499,Unsafe
6.982,3.695,28.895,Good
7.969,1.683,27.508,Good
8.098,3.038,21.278,Good
7.964,2.098,28.0,Good
6.112,9.278,26.868,Poor
8.138,2.245,20.374,Good
7.102,0.058,23.268,Excellent
8.146,3.526,26.114,Good
8.383,1.525,22.241,Good
8.206,3.696,18.078,Good
8.281,7.251,23.809,Poor
8.163,5.95,26.338,Poor
7.081,0.144,21.144,Excellent
8.085,5.139,29.522,Poor
7.93,3.875,27.359,Good
6.766,3.865,18.181,Good
7.972,0.906,27.756,Good
8.069,14.052,18.701,Very Poor
8.062,3.751,24.299,Good
6.789,2.775,21.576,Good
8.16,2.738,25.384,Good
8.206,4.517,24.58,Poor
8.042,4.634,24.074,Poor
2.268,28.474,13.998,Unsafe
8.003,5.536,26.067,Poor
8.182,1.941,19.42,Good
8.191,3.217,18.94,Good
7.9,3.749,27.989,Good
8.234,15.76,33.688,Very Poor
7.907,1.14,26.96,Good
8.079,1.869,26.71,Good
8.062,2.536,20.681,Good
6.566,7.626,29.766,Poor
8.136,3.384,24.338,Good
8.097,2.839,23.122,Good
7.922,1.783,27.712,Good
7.979,3.478,31.527,Good
6.688,2.239,23.114,Good
8.096,2.607,24.982,Good
8.015,2.802,23.17,Good
8.171,2.405,17.189,Good
7.999,2.139,23.852,Good
6.614,2.652,24.778,Good
8.132,2.831,24.499,Good
6.729,17.742,24.202,Very Poor
8.201,2.641,20.159,Good
8.096,2.528,21.456,Good
7.862,6.787,23.397,Poor
7.96,1.499,25.73,Good
7.923,1.149,27.771,Good
8.017,1.437,23.307,Good
8.179,1.781,18.914,Good
6.86,0.881,23.103,Excellent
8.106,3.522,25.911,Good
1.862,56.405,31.776,Unsafe
8.095,4.477,23.402,Poor
8.115,8.564,20.586,Poor
8.18,3.704,18.727,Good
8.129,3.073,29.325,Good
8.126,3.091,17.161,Good
8.084,4.023,24.18,Poor
7.972,1.942,26.956,Good
8.135,5.029,28.887,Poor
8.101,3.38,23.116,Good
6.822,0.886,23.692,Excellent
8.11,8.82,21.59,Poor
8.064,2.678,22.355,Good
8.202,2.389,18.64,Good
7.908,3.707,27.983,Good
6.903,2.272,19.187,Good
6.021,16.668,31.044,Very Poor
12.697,54.62,12.425,Unsafe
8.123,4.085,29.193,Poor
7.933,0.791,26.729,Good
7.565,3.027,24.632,Good
8.146,3.319,25.593,Good
8.022,0.91,27.868,Good
8.199,2.812,17.773,Good
8.164,2.497,18.569,Good
7.969,2.536,27.613,Good
7.963,2.607,27.369,Good
7.98,2.911,27.315,Good
7.003,0.584,23.509,Excellent
8.047,2.6,20.828,Good
7.839,3.36,20.189,Good
8.072,2.547,25.232,Good
8.09,3.027,26.819,Good
8.215,3.305,19.095,Good
7.978,4.406,27.27,Poor
6.742,4.691,30.914,Poor
8.096,3.903,23.619,Good
7.997,4.032,27.705,Poor
8.133,2.955,19.769,Good
7.967,2.912,27.835,Good
7.351,0.739,22.741,Excellent
7.981,4.942,26.86,Poor
8.167,2.014,19.741,Good
8.081,5.425,28.757,Poor
7.973,1.348,27.486,Good
7.962,3.313,27.474,Good
8.183,3.967,19.265,Good
4.101,34.262,13.109,Unsafe
8.142,6.641,28.814,Poor
7.259,0.802,20.63,Excellent
8.206,4.038,23.959,Poor
7.017,0.468,23.217,Excellent
7.27,1.018,24.357,Good
7.98,5.749,24.306,Poor
8.043,3.565,30.088,Good
8.152,8.936,18.278,Poor
1.45,25.229,34.75,Unsafe
7.986,3.491,30.628,Good
8.081,2.511,21.974,Good
8.154,1.673,20.686,Good
8.11,3.111,26.061,Good
8.136,2.722,20.596,Good
8.157,2.927,23.435,Good
8.163,4.067,19.117,Poor
8.174,2.653,17.428,Good
8.162,4.165,25.979,Poor
7.188,0.735,20.642,Excellent
8.939,17.723,27.465,Very Poor
8.19,7.931,20.679,Poor
8.124,3.106,27.108,Good
8.071,2.399,29.463,Good
8.211,2.539,18.213,Good
8.127,5.572,29.29,Poor
8.098,2.917,21.516,Good
8.096,3.053,21.674,Good
7.985,2.963,22.945,Good
8.174,4.332,19.176,Poor
8.014,3.084,24.953,Good
8.188,2.552,17.886,Good
8.167,1.628,19.016,Good
8.206,3.433,26.746,Good
7.967,3.309,31.112,Good
8.51,9.362,27.604,Poor
8.101,3.159,24.225,Good
8.209,3.08,18.28,Good
8.21,3.019,17.342,Good
7.073,0.13,21.483,Excellent
7.016,9.655,25.768,Poor
6.639,6.651,21.003,Poor
8.204,7.195,20.247,Poor
10.697,42.09,24.953,Unsafe
7.961,0.876,27.955,Good
8.098,2.846,26.674,Good
7.963,7.885,25.926,Poor
7.892,3.384,26.899,Good
8.032,2.612,25.214,Good
9.057,18.783,29.062,Very Poor
9.232,15.418,20.351,Very Poor
7.959,1.593,27.785,Good
7.444,2.338,19.041,Good
8.089,2.713,24.197,Good
8.851,11.577,20.128,Very Poor
6.547,3.641,21.064,Good
8.169,2.581,17.473,Good
8.104,2.731,25.975,Good
8.163,2.792,17.188,Good
7.154,19.632,21.776,Very Poor
8.084,2.25,21.778,Good
7.949,4.885,27.22,Poor
8.061,4.006,23.384,Poor
8.221,2.656,17.594,Good
8.385,4.487,22.604,Poor
8.101,3.184,26.093,Good
8.024,4.671,23.182,Poor
8.009,3.753,28.253,Good
8.023,2.653,25.26,Good
8.115,2.041,21.168,Good
9.658,13.178,16.519,Very Poor
8.064,4.558,29.622,Poor
8.185,3.016,18.136,Good
8.201,2.65,17.044,Good
7.956,1.661,27.99,Good
7.979,5.661,26.085,Poor
7.268,0.463,20.134,Excellent
8.143,5.342,29.773,Poor
8.169,1.861,19.711,Good
7.943,1.297,26.11,Good
8.055,2.45,29.506,Good
8.014,2.158,24.068,Good
8.048,2.117,22.743,Good
8.139,4.043,30.003,Poor
8.073,2.591,26.258,Good
7.047,0.098,23.661,Excellent
8.143,3.125,26.626,Good
7.894,8.226,27.179,Poor
8.265,7.613,23.323,Poor
7.371,1.73,23.94,Good
8.177,2.808,27.439,Good
7.648,1.825,22.712,Good
8.165,7.772,19.804,Poor
7.264,0.544,20.628,Excellent
8.037,1.916,20.978,Good
7.953,2.822,27.233,Good
8.049,3.551,30.126,Good
8.07,1.871,27.526,Good
8.067,2.468,21.756,Good
8.042,1.653,21.834,Good
8.223,3.34,26.437,Good
8.174,5.506,23.518,Poor
8.01,3.429,26.497,Good
7.837,2.1,24.231,Good
7.974,0.883,26.885,Good
7.972,3.421,30.681,Good
7.034,5.149,25.52,Poor
8.102,3.198,24.064,Good
7.957,6.99,27.053,Poor
8.083,2.025,26.271,Good
9.642,11.94,32.647,Very Poor
8.128,2.705,26.254,Good
8.172,3.319,20.188,Good
8.107,3.325,24.003,Good
8.064,2.789,23.417,Good
9.71,19.119,17.914,Very Poor
8.938,10.666,22.53,Very Poor
8.049,1.323,21.3,Good
8.13,3.327,27.978,Good
8.218,4.47,18.339,Poor
8.137,2.842,21.485,Good
7.132,0.678,21.562,Excellent
7.069,0.815,20.37,Excellent
8.048,1.87,27.29,Good
8.115,3.022,23.571,Good
8.158,1.684,20.007,Good
8.019,5.611,27.231,Poor
13.37,56.92,14.096,Unsafe
6.588,6.946,23.372,Poor
7.731,11.115,23.929,Very Poor
8.147,2.458,27.411,Good
7.466,4.088,22.525,Poor
8.16,7.216,20.554,Poor
8.146,4.351,26.055,Poor
7.0,0.586,20.846,Excellent
8.136,3.002,26.241,Good
7.945,3.743,27.498,Good
8.15,1.902,18.561,Good
7.929,4.498,25.322,Poor
8.003,2.171,23.618,Good
7.02,0.102,22.998,Excellent
7.991,7.353,27.077,Poor
7.708,16.621,20.323,Very Poor
8.037,2.47,22.063,Good
7.536,3.892,23.703,Good
7.047,2.398,19.643,Good
8.121,7.393,21.174,Poor
5.154,18.173,19.334,Very Poor
6.414,10.613,24.442,Very Poor
7.964,5.721,27.067,Poor
8.112,2.366,20.739,Good
8.079,1.96,22.688,Good
8.18,2.688,17.608,Good
7.928,0.734,27.885,Good
6.836,0.853,21.917,Excellent
7.971,5.966,27.457,Poor
4.809,47.731,16.666,Unsafe
11.647,30.896,21.768,Unsafe
1.665,24.813,21.554,Unsafe
6.813,0.134,23.621,Excellent
6.8,0.054,22.672,Excellent
8.055,2.555,26.182,Good
8.081,3.799,28.662,Good
3.499,50.848,34.659,Unsafe
7.978,2.998,27.637,Good
8.154,3.528,25.115,Good
5.814,8.246,21.255,Poor
7.357,0.122,22.052,Excellent
7.351,0.219,21.121,Excellent
8.197,2.656,17.725,Good
8.108,3.322,20.365,Good
8.007,3.285,27.42,Good
8.167,2.879,19.635,Good
7.991,1.036,27.167,Good
8.075,2.741,20.003,Good
7.956,3.652,27.249,Good
8.144,6.06,24.161,Poor
7.428,2.897,19.368,Good
8.104,2.031,29.033,Good
8.066,1.877,25.841,Good
8.883,13.059,17.966,Very Poor
7.951,3.609,28.233,Good
5.551,16.665,31.147,Very Poor
8.068,5.031,22.713,Poor
7.083,14.406,18.548,Very Poor
8.122,3.554,28.496,Good
8.216,2.701,18.507,Good
8.064,2.546,23.968,Good
8.146,3.324,19.201,Good
8.116,3.141,25.355,Good
4.081,52.578,25.133,Unsafe
7.954,3.866,29.749,Good
7.982,4.428,27.766,Poor
8.124,3.127,26.408,Good
8.195,2.864,19.381,Good
7.281,0.557,22.986,Excellent
8.148,3.871,25.803,Good
7.985,1.029,27.703,Good
7.691,9.703,28.747,Poor
8.065,3.406,30.32,Good
8.126,2.624,27.371,Good
7.96,5.974,25.884,Poor
8.15,2.582,18.176,Good
7.394,0.821,22.567,Excellent
8.173,1.672,20.081,Good
8.118,2.493,25.575,Good
8.882,17.737,29.549,Very Poor
8.015,4.622,27.49,Poor
7.978,4.696,26.894,Poor
7.952,2.835,27.1,Good
9.053,8.033,30.085,Poor
6.527,13.591,22.674,Very Poor
8.128,6.121,20.886,Poor
8.208,3.408,17.937,Good
7.852,1.393,28.137,Good
8.003,3.294,28.439,Good
8.111,2.961,25.926,Good
7.617,1.191,24.761,Good
8.081,2.863,19.904,Good
7.073,1.955,28.933,Good
5.807,17.71,26.386,Very Poor
8.172,3.767,25.667,Good
7.967,1.769,27.928,Good
8.213,3.563,18.018,Good
7.949,3.048,29.755,Good
8.162,2.582,17.38,Good
8.171,2.03,20.001,Good
8.112,2.822,25.855,Good
8.007,2.326,23.217,Good
6.975,15.237,19.133,Very Poor
8.202,3.052,17.919,Good
8.14,2.421,27.224,Good
7.869,3.684,26.416,Good
12.616,21.298,26.927,Unsafe
7.976,3.515,28.566,Good
8.023,2.21,21.587,Good
6.553,8.44,25.141,Poor
8.118,4.562,25.953,Poor
8.079,2.621,26.16,Good
8.067,2.655,19.579,Good
8.875,19.474,19.794,Very Poor
8.088,1.531,26.656,Good
12.642,52.555,18.619,Unsafe
7.98,5.529,24.585,Poor
7.263,0.075,21.6,Excellent
8.064,2.215,20.2,Good
8.05,3.632,24.426,Good
8.829,8.713,25.899,Poor
8.248,3.203,17.165,Good
8.091,5.315,23.071,Poor
8.028,3.43,22.239,Good
7.952,3.236,27.096,Good
8.175,3.303,20.946,Good
7.988,0.833,27.179,Good
8.081,4.879,27.165,Poor
8.093,2.055,21.295,Good
8.096,2.061,20.83,Good
6.881,0.296,22.461,Excellent
8.628,4.076,21.532,Poor
8.017,1.559,22.16,Good
8.079,2.79,22.705,Good
8.169,3.814,18.856,Good
8.223,5.717,18.838,Poor
8.058,2.185,26.173,Good
7.376,0.83,22.34,Excellent
7.973,2.031,26.905,Good
8.784,18.316,28.257,Very Poor
8.145,3.363,21.509,Good
8.205,2.613,19.566,Good
7.914,3.139,27.183,Good
6.874,0.302,23.777,Excellent
8.071,2.585,23.051,Good
7.945,7.091,26.877,Poor
8.028,3.617,29.197,Good
5.884,12.92,29.969,Very Poor
8.206,3.979,26.169,Good
8.103,2.711,25.795,Good
7.333,0.589,21.872,Excellent
7.963,4.19,29.294,Poor
8.15,3.288,26.893,Good
8.152,2.648,25.103,Good
11.331,36.018,18.205,Unsafe
7.952,1.223,27.77,Good
8.176,2.936,17.344,Good
5.052,17.754,20.67,Very Poor
7.061,0.93,21.371,Excellent
1.236,49.342,11.285,Unsafe
8.208,4.029,18.657,Poor
7.94,4.823,27.134,Poor
8.062,2.399,26.036,Good
7.08,1.424,18.512,Good
8.066,2.508,24.397,Good
5.038,19.81,26.503,Very Poor
7.236,0.147,20.857,Excellent
7.96,0.417,27.366,Good
7.697,2.57,27.429,Good
8.094,2.694,26.057,Good
8.102,3.383,26.526,Good
8.154,4.266,21.637,Poor
8.0,2.943,27.451,Good
7.954,5.91,25.157,Poor
8.193,2.696,17.622,Good
8.212,2.668,17.429,Good
8.067,5.974,28.487,Poor
6.884,0.445,23.193,Excellent
7.987,1.691,23.245,Good
9.83,13.44,20.227,Very Poor
8.149,2.291,18.69,Good
8.231,3.553,17.071,Good
8.165,2.942,19.039,Good
7.816,0.633,22.646,Good
8.189,2.843,17.778,Good
8.199,2.228,18.778,Good
8.093,2.139,27.355,Good
8.075,1.949,24.918,Good
8.154,2.532,18.127,Good
8.03,1.692,23.687,Good
7.303,0.151,22.449,Excellent
8.108,2.596,21.381,Good
7.958,6.078,25.915,Poor
8.143,4.334,25.349,Poor
8.164,2.737,18.234,Good
8.186,4.054,18.88,Poor
8.159,2.348,18.811,Good
8.073,2.566,23.903,Good
8.107,2.624,25.341,Good
3.318,48.072,21.574,Unsafe
8.143,2.069,20.056,Good
12.025,40.478,11.626,Unsafe
12.34,51.583,18.496,Unsafe
7.941,3.524,25.968,Good
8.056,3.508,28.763,Good
8.197,2.489,18.09,Good
7.996,1.827,25.562,Good
8.133,3.831,26.236,Good
12.454,40.397,35.954,Unsafe
8.053,3.141,26.745,Good
6.955,3.067,28.221,Good
8.124,3.56,25.727,Good
8.138,2.49,24.221,Good
8.214,2.689,18.808,Good
8.129,6.236,21.407,Poor
7.921,2.422,27.875,Good
7.996,3.685,27.94,Good
8.013,3.189,23.044,Good
8.155,3.932,27.903,Good
8.232,3.331,22.936,Good
8.083,2.648,23.791,Good
8.152,2.603,25.236,Good
8.139,3.135,24.298,Good
8.078,3.125,25.352,Good
8.148,8.81,20.379,Poor
7.933,4.176,27.53,Poor
7.641,2.556,19.747,Good
8.056,2.349,22.152,Good
7.742,2.37,18.599,Good
7.961,1.69,27.978,Good
8.098,2.338,29.572,Good
7.137,0.451,20.605,Excellent
7.976,3.403,30.787,Good
6.117,7.19,22.641,Poor
6.777,7.102,19.973,Poor
7.99,1.029,27.837,Good
8.085,3.501,24.348,Good
8.088,4.674,27.756,Poor
6.354,6.423,23.78,Poor
8.103,3.013,25.605,Good
8.172,3.083,17.078,Good
8.059,2.39,25.475,Good
8.102,3.513,24.845,Good
8.102,3.694,25.803,Good
8.037,5.023,27.114,Poor
7.943,3.896,27.23,Good
8.076,3.298,20.055,Good
7.934,3.362,30.72,Good
8.112,2.494,26.701,Good
8.333,6.58,19.955,Poor
8.035,3.164,25.015,Good
8.08,5.457,30.113,Poor
8.2,3.587,18.572,Good
8.184,2.565,17.065,Good
8.038,2.126,21.954,Good
7.207,7.501,22.915,Poor
7.939,1.128,27.535,Good
8.375,1.168,20.984,Good
8.094,1.886,20.5,Good
8.011,1.664,26.872,Good
8.122,3.101,23.204,Good
8.106,2.281,26.599,Good
8.138,3.48,18.632,Good
